abbreviation,alt_color,alt_name1,alt_name2,alt_name3,classification,color,conference,id,location_capacity,location_city,location_country_code,location_dome,location_elevation,location_grass,location_latitude,location_longitude,location_name,location_state,location_timezone,location_venue_id,location_year_constructed,location_zip,logo,logos,mascot,school,twitter
TL,#000000,,TL,Texas Lutheran,iii,#fdbe10,Southern Collegiate Athletic,2639,1500,Seguin,US,False,,,29.5688411,-97.9647269,Bulldog Stadium (TX),TX,,6125,,79765,http://a.espncdn.com/i/teamlogos/ncaa/500/2639.png,,Bulldogs,Texas Lutheran,
,,,,,,,,1000938,,,,,,,,,,,,,,,,,,Texas-Permian Basin,
,,,,,,,,1001032,,,,,,,,,,,,,,,,,,Texas-Rio Grande Valley,
TXSO,#ffffff,,TXSO,Texas Southern,fcs,#860038,SWAC,2640,22000,Houston,US,False,13.68128395,True,29.7521988,-95.3524146,BBVA Compass Stadium,TX,America/Chicago,3631,2012,77003,http://a.espncdn.com/i/teamlogos/ncaa/500/2640.png,,Tigers,Texas Southern,@TSUFootball
TXST,#b4975a,,TXST,Texas St,fbs,#4e1719,Sun Belt,326,30000,San Marcos,US,False,177.8676453,False,29.8910008,-97.9255735,Bobcat Stadium (TX),TX,America/Chicago,3644,1981,78666,http://a.espncdn.com/i/teamlogos/ncaa/500/326.png,,Bobcats,Texas State,@TXStateFootball
TTU,#000000,,TTU,Texas Tech,fbs,#CC0000,Big 12,2641,60454,Lubbock,US,False,980.7632446,False,33.5910518,-101.8728824,Jones AT&T Stadium,TX,America/Chicago,3784,1947,79409,http://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,,Red Raiders,Texas Tech,@TexasTechFB
TXWE,,,TXWE,Texas Wesleyan,,,,102626,,,,,,,,,,,,,,,,,Rams,Texas Wesleyan,
TSCT,,,TSCT,Thaddeus Stevens,,,,122776,,,,,,,,,,,,,,,,,Bulldogs,Thaddeus Stevens,
CIT,#f0f0f0,,CIT,The Citadel,fcs,#002b5c,Southern,2643,11427,Charleston,US,False,4.137742996,True,32.7936975,-79.9558183,Johnson Hagood Stadium,SC,America/New_York,3782,1948,29403,http://a.espncdn.com/i/teamlogos/ncaa/500/2643.png,,Bulldogs,The Citadel,@CitadelFootball
THMORE,,,THMORE,Thmas More,ii,,Great Midwest Athletic,2646,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2646.png,,Saints,Thomas More College,
TIF,,,TIF,Tiffin,ii,,Great Midwest Athletic,625,,,,,,,,,,,,,,,,,Dragons,Tiffin University,
TOL,#ffcd00,,TOL,Toledo,fbs,#0a2240,Mid-American,2649,26038,Toledo,US,False,181.4839783,False,41.6574777,-83.6135652,Glass Bowl,OH,America/New_York,3739,1937,43606,http://a.espncdn.com/i/teamlogos/ncaa/500/2649.png,,Rockets,Toledo,@ToledoFB
TOW,,,TOW,Towson,fcs,#FFC229,CAA,119,11200,Towson,US,False,117.6974106,False,39.3885683,-76.6159716,Johnny Unitas Stadium,MD,America/New_York,3781,1978,21252,http://a.espncdn.com/i/teamlogos/ncaa/500/119.png,,Tigers,Towson,@Towson_FB
TRI,,,TRI,Trine,iii,,Michigan,2651,5000,Angola,US,False,,,41.634874,-84.99928,Fred Zollner Athletic Stadium,IN,,6130,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2651.png,,Thunder,Trine University,
TRINBIB,,,TRINBIB,Trinty Bbl,,,,3214,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/3214.png,,Lions,Trinity Bible College,
TRI,#fecd01,,TRI,Trinity CT,iii,#032d58,NESCAC,2977,5500,Hartford,US,False,,,41.764582,-72.6908547,Jessee/Miller Field,CT,,6131,,06103,http://a.espncdn.com/i/teamlogos/ncaa/500/2977.png,,Bantams,Trinity (CT),
TRI,,,TRI,Trinity (IL),,#000000,,2652,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2652.png,,Trojans,Trinity (IL),
TRTX,,,TRTX,Trinity TX,iii,,Southern Athletic,386,3500,San Antonio,US,False,,,29.4246002,-98.4951405,Trinity University Stadium,TX,,6132,,78205,http://a.espncdn.com/i/teamlogos/ncaa/500/386.png,,Tigers,Trinity University TX,
,,,,,,,,1000969,,,,,,,,,,,,,,,,,,Trinity Valley C.C.,
HVCC,,,HVCC,Hudson,,,,3237,,,,,,,,,,,,,,,,,Vikings,Troy,
TROY,#88898c,,TROY,Troy,fbs,#AE0210,Sun Belt,2653,30000,Troy,US,False,154.7746277,False,31.7995565,-85.9518328,Veterans Memorial Stadium (AL),AL,America/Chicago,3975,1950,36082,http://a.espncdn.com/i/teamlogos/ncaa/500/2653.png,,Trojans,Troy,@TroyTrojansFB
TRU,,,TRU,Truman St,ii,,Great Lakes,2654,4000,Kirksville,US,False,,,40.1948848,-92.5833939,Stokes Stadium,MO,,6077,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2654.png,,Bulldogs,Truman State,
TUF,#c6beb6,,TUF,Tufts,iii,#3e8ede,NESCAC,112,1000,Medford,US,False,,,42.4184296,-71.1061639,Ellis Oval at Zimman Field,MA,,6133,,02155,http://a.espncdn.com/i/teamlogos/ncaa/500/112.png,,Jumbos,Tufts,
,,,,,,,,1000998,,,,,,,,,,,,,,,,,,Tufts University,
TULN,#468ac9,,TULN,Tulane,fbs,#006547,American Athletic,2655,30000,New Orleans,US,False,0.0000000000000000000000000000000000000118,False,29.944616,-90.116692,Yulman Stadium,LA,America/Chicago,4729,2014,70118,http://a.espncdn.com/i/teamlogos/ncaa/500/2655.png,,Green Wave,Tulane,@GreenWaveFB
TLSA,#d0b787,,TLSA,Tulsa,fbs,#003595,American Athletic,202,30000,Tulsa,US,False,235.5928345,False,36.1489175,-95.9437853,Chapman Stadium,OK,America/Chicago,3674,1930,74194,http://a.espncdn.com/i/teamlogos/ncaa/500/202.png,,Golden Hurricane,Tulsa,@TulsaFootball
TUS,,,TUS,Tuskegee,ii,,SIAC,2657,10000,Tuskegee,US,False,122.8,,32.4240286,-85.6916195,Abbott Memorial Alumni Stadium,AL,,4747,1925,36083,http://a.espncdn.com/i/teamlogos/ncaa/500/2657.png,,Golden Tigers,Tuskegee,
,,,,,,,,1000967,,,,,,,,,,,,,,,,,,Tyler J.C. ,
UAB,#ffc845,Alabama-Birmingham,UAB,UAB,fbs,#003b28,American Athletic,5,0,Birmingham,US,False,,False,33.5206824,-86.8024326,Protective Stadium,AL,,7221,,35203,http://a.espncdn.com/i/teamlogos/ncaa/500/5.png,,Blazers,UAB,@UAB_FB
ALB,#ffffff,SUNY Albany,ALB,UAlbany,fcs,#3D2777,CAA,399,8500,Albany,US,False,64.42764282,False,42.6808062,-73.8272841,Bob Ford Field,NY,America/New_York,4419,2013,12222,http://a.espncdn.com/i/teamlogos/ncaa/500/399.png,,Great Danes,UAlbany,@UAlbanyFootball
UCD,#c3c4c6,California-Davis,UCD,UC Davis,fcs,#002855,Big Sky,302,10743,Davis,US,False,11.3825922,False,38.5365266,-121.7627936,Aggie Stadium,CA,America/Los_Angeles,3602,2007,95616,http://a.espncdn.com/i/teamlogos/ncaa/500/302.png,,Aggies,UC Davis,@UCDfootball
UCF,#000000,Central Florida,UCF,UCF,fbs,#ba9b37,Big 12,2116,44206,Orlando,US,False,20.94113731,True,28.6079765,-81.1927233,FBC Mortgage Stadium,FL,America/New_York,3652,2007,32816,http://a.espncdn.com/i/teamlogos/ncaa/500/2116.png,,Knights,UCF,@UCF_Football
UCLA,#f2a900,,UCLA,UCLA,fbs,#2774ae,Big Ten,26,88565,Pasadena,US,False,245.1772461,True,34.1613284,-118.1676462,Rose Bowl,CA,America/Los_Angeles,1056,1922,90095,http://a.espncdn.com/i/teamlogos/ncaa/500/26.png,,Bruins,UCLA,@UCLAFootball
CONN,#f1f2f3,Connecticut,CONN,UConn,fbs,#0c2340,FBS Independents,41,40000,East Hartford,US,False,6.515614986,True,41.7595675,-72.6187728,Pratt & Whitney Stadium,CT,America/New_York,3892,2003,6118 ,http://a.espncdn.com/i/teamlogos/ncaa/500/41.png,,Huskies,UConn,@UConnFootball
UFTL,,,UFTL,UFTL,,,,124110,,,,,,,,,,,,,,,,,Eagles,UFTL,
ULM,#b18445,La.-Monroe,ULM,UL Monroe,fbs,#231F20,Sun Belt,2433,30427,Monroe,US,False,22.998209,False,32.5308089,-92.0660602,Malone Stadium,LA,America/Chicago,3817,1978,71209,http://a.espncdn.com/i/teamlogos/ncaa/500/2433.png,,Warhawks,UL Monroe,@ULM_FB
MASSA,,,MASSA,UMass Dart,iii,,MSCAC,379,1850,Dartmouth,US,False,,,41.6332267,-70.9879928,Cressy Field,MA,,5939,,02747,http://a.espncdn.com/i/teamlogos/ncaa/500/379.png,,Corsairs,UMass Dartmouth,
UML,#cf1f2f,,UML,UMass Lowell,,#000000,,2349,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2349.png,,River Hawks,UMass Lowell,
NCPEMB,,,NCPEMB,NC Pembrke,ii,,Mountain East,2882,4000,Pembroke,US,False,,,34.6801627,-79.1950373,Grace P. Johnson Stadium,NC,,6060,,28372,http://a.espncdn.com/i/teamlogos/ncaa/500/2882.png,,Braves,UNC Pembroke,
,,,,,,,,1001031,,,,,,,,,,,,,,,,,,UNC-Pembroke,
UNNY,,,UNNY,Union,iii,,Liberty League,237,1600,Schenectady,US,False,,,42.8142432,-73.9395687,Frank Bailey Field,NY,,6134,,12150,http://a.espncdn.com/i/teamlogos/ncaa/500/237.png,,Garnet Chargers,Union (NY),
,,,,,,,,1001030,,,,,,,,,,,,,,,,,,University of Charleston,
CHWV,,,CHWV,Charl WV,ii,,Mountain East,2128,18500,Charleston,US,False,,,38.3505995,-81.6332812,University of Charleston Stadium,WV,,5121,,25314,http://a.espncdn.com/i/teamlogos/ncaa/500/2128.png,,Golden Eagles,University Of Charleston (WV),
GDCH,,,GDCH,University of God's Chosen,,,,109425,,,,,,,,,,,,,,,,,Disciples,University of God's Chosen,
,,,,,,,,1001000,,,,,,,,,,,,,,,,,,University of Guelph,
UMEX,,,UMEX,Mexico,,,,3212,,,,,,,,,,,,,,,,,Mexico U,University Of Mexico,
MTU,,,MTU,Mt Union,iii,,Ohio,426,5600,Alliance,US,False,,,40.9153362,-81.1059309,Mount Union Stadium,OH,,4856,,44601,http://a.espncdn.com/i/teamlogos/ncaa/500/426.png,,Raiders,University of Mount Union,
ROC,,,ROC,Rochester,iii,,Liberty League,184,5111,Rochester,US,False,,,43.157285,-77.615214,Edwin Fauver Stadium,NY,,3717,,14617,http://a.espncdn.com/i/teamlogos/ncaa/500/184.png,,Yellow Jackets,University of Rochester (NY),
SBP,,,SBP,St Fran IN,,,,2831,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2831.png,,Cougars,University Of St Francis IN,
UNLV,#ffffff,Nevada-Las Vegas,UNLV,UNLV,fbs,#b10202,Mountain West,2439,65000,Las Vegas,US,True,,False,36.1672559,-115.1485163,Allegiant Stadium,NV,,6501,,89154,http://a.espncdn.com/i/teamlogos/ncaa/500/2439.png,,Rebels,UNLV,@UNLVFootball
UPPERIOWA,,,UPPERIOWA,Upper Iowa,ii,,Great Lakes,389,3500,Fayette,US,False,,,42.8420766,-91.850265,Harms-Eischeid Stadium,IA,,6030,,52142,http://a.espncdn.com/i/teamlogos/ncaa/500/389.png,,Peacocks,Upper Iowa University,
URB,,,URB,Urbana,,#000000,,2666,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2666.png,,Blue Knights,Urbana,
URS,#fcb034,,URS,Ursinus,iii,#98012e,Centennial,2667,2500,Collegeville,US,False,,,40.1856597,-75.451571,Patterson Field,PA,,6136,,19426,http://a.espncdn.com/i/teamlogos/ncaa/500/2667.png,,Bears,Ursinus,
USC,#ffcc00,,USC,USC,fbs,#9e2237,Big Ten,30,77500,Los Angeles,US,False,42.50374222,True,34.014167,-118.287778,Los Angeles Memorial Coliseum,CA,America/Los_Angeles,477,1923,90089,http://a.espncdn.com/i/teamlogos/ncaa/500/30.png,,Trojans,USC,@uscfb
UTAH,#ffffff,,UTAH,Utah,fbs,#ea002a,Big 12,254,51444,Salt Lake City,US,False,1411.543579,False,40.7599724,-111.8488255,Rice-Eccles Stadium,UT,America/Denver,587,1998,84112,http://a.espncdn.com/i/teamlogos/ncaa/500/254.png,,Utes,Utah,@Utah_Football
USU,#949ca1,,USU,Utah State,fbs,#00263a,Mountain West,328,25513,Logan,US,False,1427.914429,False,41.7517394,-111.8116007,Maverik Stadium,UT,America/Denver,3905,1968,84322,http://a.espncdn.com/i/teamlogos/ncaa/500/328.png,,Aggies,Utah State,@USUFootball
UTU,,Dixie State,UTU,Utah Tech,fcs,,UAC,3101,10500,Saint George,US,False,,,37.1098868,-113.5674494,Greater Zion Stadium,UT,,3745,,84771,http://a.espncdn.com/i/teamlogos/ncaa/500/3101.png,,Trailblazers,Utah Tech,@UtahTechFB
UTEP,#041e42,Texas-El Paso,UTEP,UTEP,fbs,#ff8200,Conference USA,2638,51500,El Paso,US,False,1183.697876,False,31.7733353,-106.507957,Sun Bowl,TX,America/Denver,3946,1963,79968,http://a.espncdn.com/i/teamlogos/ncaa/500/2638.png,,Miners,UTEP,@UTEPFB
UTICA,,,UTICA,Utica,iii,,Empire 8,390,1200,Utica,US,False,,,43.1009031,-75.2326641,Charles A. Gaetano Stadium,NY,,3675,,13501,http://a.espncdn.com/i/teamlogos/ncaa/500/390.png,,Pioneers,Utica,
UTM,#102a5c,Tennessee Martin,UTM,UT Martin,fcs,#FF6700,Big South-OVC,2630,7500,Martin,US,False,124.6879349,False,36.3448341,-88.8616245,Graham Stadium,TN,America/Chicago,3748,1964,38238,http://a.espncdn.com/i/teamlogos/ncaa/500/2630.png,,Skyhawks,UT Martin,@UTM_FOOTBALL
TXPBAS,,,TXPBAS,UTPermianBasin,ii,,Lone Star,110243,17931,Odessa,US,False,,,31.8457149,-102.367687,Ratliff Stadium,TX,,5917,,79766,,,Falcons,UT Permian Basin,
,,,,,,,,1001033,,,,,,,,,,,,,,,,,,UT-Rio Grande Valley,
UTSA,#f47321,Texas-San Antonio,UTSA,UTSA,fbs,#002A5C,American Athletic,2636,36582,San Antonio,US,True,201.5526886,False,29.4169834,-98.4788143,Alamodome,TX,America/Chicago,3604,1993,78299,http://a.espncdn.com/i/teamlogos/ncaa/500/2636.png,,Roadrunners,UTSA,
VIRWISE,#000000,UVA Wise,VIRWISE,VA Wise,ii,#e30000,South Atlantic,2842,3900,Wise,US,False,,,36.9759345,-82.5757108,Carl Smith Stadium,VA,,6033,,24293,http://a.espncdn.com/i/teamlogos/ncaa/500/2842.png,,Cavaliers,UVA Wise,
VAL,#000000,,VAL,Valdosta,ii,#dd1a32,Gulf South,2673,10100,Valdosta,US,False,,,30.8327022,-83.2784851,Bazemore-Hyder Stadium,GA,,4851,,31604,http://a.espncdn.com/i/teamlogos/ncaa/500/2673.png,,Blazers,Valdosta State,
VALCST,,,VALCST,Vall City,,,,628,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/628.png,,Valley City St,Valley City State,
VAL,,,VAL,Valparaiso,fcs,#794500,Pioneer,2674,5000,Valparaiso,US,False,244.6367645,False,41.465642,-87.0479446,Brown Field,IN,America/Chicago,3655,1919,46383,http://a.espncdn.com/i/teamlogos/ncaa/500/2674.png,,Beacons,Valparaiso,@ValpoUFootball
VAN,#000000,,VAN,Vanderbilt,fbs,#866d4b,SEC,238,40351,Nashville,US,False,159.9194641,False,36.1440455,-86.8088942,FirstBank Stadium,TN,America/Chicago,3973,1922,37212,http://a.espncdn.com/i/teamlogos/ncaa/500/238.png,,Commodores,Vanderbilt,@VandyFootball
VILL,#13b5ea,,VILL,Villanova,fcs,#00205b,CAA,222,12500,Villanova,US,False,127.3836746,False,40.0343329,-75.3367666,Villanova Stadium,PA,America/New_York,717,1927,19085,http://a.espncdn.com/i/teamlogos/ncaa/500/222.png,,Wildcats,Villanova,@NovaFootball
UVA,#f84c1e,,UVA,Virginia,fbs,#232d4b,ACC,258,61500,Charlottesville,US,False,170.4677429,True,38.0311801,-78.5137897,Scott Stadium,VA,America/New_York,3923,1931,22904,http://a.espncdn.com/i/teamlogos/ncaa/500/258.png,,Cavaliers,Virginia,@UVAFootball
VIR,,,VIR,VA State,ii,,CIAA,330,7909,Petersburg,US,False,,,37.227928,-77.4019268,Rogers Stadium (VA),VA,,3904,,23804,http://a.espncdn.com/i/teamlogos/ncaa/500/330.png,,Trojans,Virginia St,
VT,#cf4520,,VT,Virginia Tech,fbs,#630031,ACC,259,65632,Blacksburg,US,False,632.2631226,True,37.2199873,-80.4180643,Lane Stadium,VA,America/New_York,3799,1965,24061,http://a.espncdn.com/i/teamlogos/ncaa/500/259.png,,Hokies,Virginia Tech,@VT_Football
VIRLYN,,Lynchburg,VIRLYN,Lynchburg,,,,2355,,,,,,,,,,,,,,,,,Dragons,Virginia University Of Lynchburg,
VMI,#eec52b,Virginia Military Institute,VMI,VMI,fcs,#E52D37,Southern,2678,10000,Lexington,US,False,294.958252,True,37.788983,-79.43505,Alumni Memorial Field,VA,America/New_York,3597,1962,24450,http://a.espncdn.com/i/teamlogos/ncaa/500/2678.png,,Keydets,VMI,@VMI_Football
WAB,,Wabash,WAB,Wabash,iii,,North Coast,89,3500,Crawfordsville,US,False,,,40.0401991,-86.8990249,Little Giant Stadium,IN,,5123,,47933,http://a.espncdn.com/i/teamlogos/ncaa/500/89.png,,Little Giants,Wabash College,
WAG,#ffffff,,WAG,Wagner,fcs,#00483A,NEC,2681,3300,Staten Island,US,False,63.39014053,False,40.614688,-74.090639,Wagner College Stadium,NY,America/New_York,3979,1967,10301,http://a.espncdn.com/i/teamlogos/ncaa/500/2681.png,,Seahawks,Wagner,@Wagner_Football
WAKE,#000000,,WAKE,Wake Forest,fbs,#9E7E38,ACC,154,31500,Winston-Salem,US,False,283.548584,False,36.1305507,-80.2545851,Allegacy Federal Credit Union Stadium,NC,America/New_York,3630,1968,27105,http://a.espncdn.com/i/teamlogos/ncaa/500/154.png,,Demon Deacons,Wake Forest,@WakeFB
WAL,,,WAL,Waldorf,,,,3080,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/3080.png,,Warriors,Waldorf College,
WAL,,,WAL,Walsh,ii,,Great Midwest Athletic,2682,23000,Canton,US,False,,,40.7985464,-81.3749508,Tom Benson Hall of Fame Stadium,OH,,3718,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2682.png,,Cavaliers,Walsh,
WARNE,,,WARNE,Warner,,,,2683,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2683.png,,Royals,Warner University,
WAR,#000000,,WAR,Wartburg,iii,#f5822b,American Rivers,2685,4000,Waverly,US,False,,,42.7258451,-92.4746033,Walston-Hoover Stadium,IA,,6137,,50677,http://a.espncdn.com/i/teamlogos/ncaa/500/2685.png,,Knights,Wartburg,
WAS,,,WAS,Washburn,ii,,Mid America,2687,7200,Topeka,US,False,,,39.049011,-95.677556,Yager Stadium at Moore Bowl,KS,,6034,,66603,http://a.espncdn.com/i/teamlogos/ncaa/500/2687.png,,Ichabods,Washburn,
WASH,#e8d3a2,,WASH,Washington,fbs,#33006f,Big Ten,264,70138,Seattle,US,False,11.65622807,False,47.6503235,-122.3015746,Husky Stadium,WA,America/Los_Angeles,3765,1920,98195,http://a.espncdn.com/i/teamlogos/ncaa/500/264.png,,Huskies,Washington,@UW_Football
UWL,#d8d8d8,,UWL,Wash and Lee,iii,#000399,Old Dominion,2688,4000,Lexington,US,False,,,37.7840208,-79.4428157,Wilson Field,VA,,6138,,22936,http://a.espncdn.com/i/teamlogos/ncaa/500/2688.png,,Generals,Washington and Lee,
WAS,,,WAS,Wash & Jeff,iii,,Presidents',2686,3500,Washington,US,False,,,31.3991238,-88.2019828,Cameron Stadium,PA,,6139,,15301,http://a.espncdn.com/i/teamlogos/ncaa/500/2686.png,,Presidents,Washington & Jefferson,
WSU,#ffffff,,WSU,Washington St,fbs,#981e32,Pac-12,265,32952,Pullman,US,False,773.9526367,False,46.731831,-117.1604991,Gesa Field,WA,America/Los_Angeles,3820,1972,99164,http://a.espncdn.com/i/teamlogos/ncaa/500/265.png,,Cougars,Washington State,@WSUCougarFB
WSTL,,,WSTL,Wash St Louis,iii,,CCIW,143,4000,Saint Louis,US,False,,,38.6264256,-90.1995853,Francis Field (MO),MO,,5897,,63103,http://a.espncdn.com/i/teamlogos/ncaa/500/143.png,,Bears,Washington University (St. Louis),
WAYLAND,,,WAYLAND,Wayland,,,,630,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/630.png,,Pioneers,Wayland Baptist,
WAYNEB,,,WAYNEB,Waynesburg,iii,,Presidents',2845,4000,Waynesburg,US,False,,,39.8964641,-80.1792299,John F. Wiley Stadium,PA,,6140,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2845.png,,Yellow Jackets,Waynesburg,
WAY,,,WAY,Wayne State MI,ii,,GLIAC,131,6439,Detroit,US,False,,,42.3315509,-83.0466403,Tom Adams Field,MI,,3600,,48207,http://a.espncdn.com/i/teamlogos/ncaa/500/131.png,,Warriors,Wayne State (MI),
WNST,,,WNST,Wayne State NE,ii,,Northern Sun,2844,2500,Wayne,US,False,,,42.1941294,-97.169623,"Memorial Stadium (Wayne, NE)",NE,,6035,,68787,http://a.espncdn.com/i/teamlogos/ncaa/500/2844.png,,Wildcats,Wayne State (NE),
WEBBINT,#909090,,WEBBINT,Webber Int,,#bf2f38,,2691,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2691.png,,Warriors,Webber International,
WEB,#ebebeb,,WEB,Weber St,fcs,#18005a,Big Sky,2692,17500,Ogden,US,False,1451.553711,False,41.1918741,-111.9401391,Stewart Stadium,UT,America/Denver,3942,1966,84408,http://a.espncdn.com/i/teamlogos/ncaa/500/2692.png,,Wildcats,Weber State,@WeberStateFB
WES,#000000,Wesleyan,WES,Wesleyan,iii,#d72121,NESCAC,336,3000,Middletown,US,False,,,41.5623178,-72.6509061,Corwin Stadium,CT,,6141,,,http://a.espncdn.com/i/teamlogos/ncaa/500/336.png,,Cardinals,Wesleyan University (CT),
WES,,,WES,Wesley College,,#000000,,2846,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2846.png,,Wolverines,Wesley College,
WEST,,,WEST,West,,#000000,,3147,,,,,,,,,,,,,,,,,All-Stars,West,
WES,#ffffff,,WES,W Alabama,ii,#d31d33,Gulf South,2695,7000,Livingston,US,False,,,32.5843026,-88.1872474,Tiger Stadium (AL),AL,,3957,,35470,http://a.espncdn.com/i/teamlogos/ncaa/500/2695.png,,Tigers,West Alabama,
WES,,,WES,W Chester,ii,,Pennsylvania State Athletic,223,7500,West Chester,US,False,,,39.9597213,-75.6059638,John A. Farrell Stadium,PA,,4427,,19383,http://a.espncdn.com/i/teamlogos/ncaa/500/223.png,,Golden Rams,West Chester,
WCU,#bf9e70,,WCU,W Carolina,fcs,#492F91,Southern,2717,13742,Cullowhee,US,False,653.8632813,False,35.3048352,-83.1818148,E. J. Whitmire Stadium,NC,America/New_York,3704,1974,28723,http://a.espncdn.com/i/teamlogos/ncaa/500/2717.png,,Catamounts,Western Carolina,@WCU_FB
WESTSTCOL,,,WESTSTCOL,Western St,ii,,Rocky Mountain,2714,4000,Gunnison,US,False,,,38.6476702,-107.0603126,Mountaineer Bowl,CO,,5782,,81230,http://a.espncdn.com/i/teamlogos/ncaa/500/2714.png,,Mountaineers,Western Colorado,
WES,#ffffff,,WES,W Conn St,iii,#002857,MSCAC,2843,2500,Danbury,US,False,,,41.394817,-73.4540111,Westside Athletic Complex,CT,,6142,,06811,http://a.espncdn.com/i/teamlogos/ncaa/500/2843.png,,Wolves,Western Connecticut St,
WIU,#ffc90a,,WIU,W Illinois,fcs,#4e1e8a,Big South-OVC,2710,16368,Macomb,US,False,192.8755646,False,40.4683928,-90.6841248,Hanson Field,IL,America/Chicago,3746,1950,61455,http://a.espncdn.com/i/teamlogos/ncaa/500/2710.png,,Leathernecks,Western Illinois,@WIUFootball
WKU,#b3b5b8,,WKU,Western KY,fbs,#F32026,Conference USA,98,22113,Bowling Green,US,False,154.4346619,False,36.9847901,-86.4594041,Houchens Industries-L.T. Smith Stadium,KY,America/Chicago,3796,1968,42101,http://a.espncdn.com/i/teamlogos/ncaa/500/98.png,,Hilltoppers,Western Kentucky,@WKUFootball
WMU,#8b7f79,,WMU,W Michigan,fbs,#532e1f,Mid-American,2711,30200,Kalamazoo,US,False,243.8211212,False,42.2860064,-85.6007573,Waldo Stadium,MI,America/Detroit,3980,1939,49008,http://a.espncdn.com/i/teamlogos/ncaa/500/2711.png,,Broncos,Western Michigan,@WMU_Football
WNWENG,,,WNWENG,Western NE,iii,,Commonwealth Coast,2702,1500,Springfield,US,False,,,42.1018764,-72.5886727,Golden Bear Stadium,MA,,6143,,56087,http://a.espncdn.com/i/teamlogos/ncaa/500/2702.png,,Golden Bears,Western New England,
WNMEX,,,WNMEX,W New Mex,ii,,Lone Star,2703,3000,Silver City,US,False,,,32.7751371,-108.2754371,Ben Altamirano Field,NM,,3633,,88062,http://a.espncdn.com/i/teamlogos/ncaa/500/2703.png,,Mustangs,Western New Mexico,
WORE,,,WORE,Western Oregon,ii,,Lone Star,2848,3000,Monmouth,US,False,,,44.8486414,-123.2290777,McArthur Field,OR,,5783,,97361,http://a.espncdn.com/i/teamlogos/ncaa/500/2848.png,,Wolves,Western Oregon,
WES,,,WES,W Washington,,#000000,,2847,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2847.png,,Vikings,Western Washington,
WES,#000000,,WES,Westfield St,iii,#1b509e,MSCAC,2909,4000,Westfield,US,False,,,42.1390327,-72.7584859,"Alumni Field (Westfield, MA)",MA,,6144,,04787,http://a.espncdn.com/i/teamlogos/ncaa/500/2909.png,,Owls,Westfield State,
WES,,,WES,W Florida,ii,,Gulf South,110242,,,,,,,,,,,,,,,,,Argonauts,West Florida,
WGA,#db1a21,,WGA,West Georgia,fcs,#0033a1,UAC,2698,10000,Carrollton,US,False,,,33.5801103,-85.0766113,University Stadium (GA),GA,,5888,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2698.png,,Wolves,West Georgia,
WLIBST,,,WLIBST,West Liberty,ii,,Mountain East,2699,4000,Wheeling,US,False,,,40.0639616,-80.7209149,West Family Stadium,WV,,5886,,26003,http://a.espncdn.com/i/teamlogos/ncaa/500/2699.png,,Hilltoppers,West Liberty,
FAI,,,FAI,C of Faith,,,,3211,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/3211.png,,Crusaders,West Memphis,
WMN,#ffffff,,WMN,Wmnstermo,iii,#06496f,Upper Midwest,433,2000,Fulton,US,False,,,38.8467082,-91.9479586,Blue Jay Stadium,MO,,6145,,65251,http://a.espncdn.com/i/teamlogos/ncaa/500/433.png,,Blue Jays,Westminster College (MO),
WMNPA,,,WMNPA,Wmnsterpa,iii,,Presidents',2849,4500,New Wilmington,US,False,,,41.1222812,-80.3328428,Memorial Field (PA),PA,,6146,,16172,http://a.espncdn.com/i/teamlogos/ncaa/500/2849.png,,Titans,Westminster (PA),
WES,,,WES,West Texas A&M,ii,,Lone Star,2704,12000,Canyon,US,False,,,34.9799429,-101.919197,Buffalo Stadium,TX,,5884,,79016,http://a.espncdn.com/i/teamlogos/ncaa/500/2704.png,,Buffaloes,West Texas A&M,
